,sentences1,sentences2,is_similar
6749,The man with brown hair is not wearing sunglasses and is not sitting at a table with cans of soda and other drinks,A young man with brown hair and sunglasses is sitting in front of some cans of soda,1
6750,The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks,A young man with brown hair and sunglasses is sitting in front of some cans of soda,1
6751,A woman wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion,The woman wearing the blue and white uniform with a white and blue hat is keeping her mouth open and is near others who are dressed in the same fashion,1
6752,A woman wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion,A woman wearing casual clothing is keeping her mouth closed and is near other people dressed differently,1
6753,"A woman is wearing a shirt, which is blue, with a white vest and a white cap and is talking and marching",A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching,1
6754,A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching,"There is no woman wearing a blue shirt with a white vest and a white cap, talking and marching",1
6755,"A woman is wearing a shirt, which is blue, with a white vest and a white cap and is talking and marching",A woman wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion,1
6756,A woman wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion,"There is no woman wearing a blue shirt with a white vest and a white cap, talking and marching",1
6757,The woman wearing the blue and white uniform with a white and blue hat is keeping her mouth open and is near others who are dressed in the same fashion,A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching,1
6758,A woman wearing casual clothing is keeping her mouth closed and is near other people dressed differently,A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching,1
6759,A woman wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion,A woman is wearing a blue shirt with a white vest and a white cap and is talking and marching,1
6760,A man is uninterestedly holding a sign and is seeking money,A man is holding a sign and is seeking money,1
6761,There is no man holding a sign and seeking money,A man is holding a sign and is seeking money,1
6762,A man is holding a sign and is seeking money,A man is seeking a sign and is holding some money,1
6763,A bearded man is standing by a shopping cart and is holding a cardboard sign,One bearded man is standing by a shopping cart and is holding a cardboard sign,1
6764,A bearded man is sitting by a shopping cart and is dropping a cardboard sign,A bearded man is standing by a shopping cart and is holding a cardboard sign,1
6765,One bearded man is standing by a shopping cart and is holding a cardboard sign,A man is holding a sign and is seeking money,1
6766,A man is holding a sign and is seeking money,A bearded man is sitting by a shopping cart and is dropping a cardboard sign,1
6767,A man is uninterestedly holding a sign and is seeking money,A bearded man is standing by a shopping cart and is holding a cardboard sign,1
6768,There is no man holding a sign and seeking money,A bearded man is standing by a shopping cart and is holding a cardboard sign,1
6769,A bearded man is standing by a shopping cart and is holding a cardboard sign,A man is seeking a sign and is holding some money,1
6770,A bearded man is standing by a shopping cart and is holding a cardboard sign,A man is holding a sign and is seeking money,1
6771,The snowboarder is doing a flip over a mound of snow,A snowboarder is doing a flip over a mound of snow,1
6772,There is no snowboarder doing a flip over a mound of snow,A snowboarder is doing a flip over a mound of snow,1
6773,Somebody is leaping in the air on a board,Somebody is jumping in the air on a board,1
6774,There is nobody jumping in the air on a board,Somebody is jumping in the air on a board,1
6775,A snowboarder is doing a flip over a mound of snow,Somebody is leaping in the air on a board,1
6776,A snowboarder is doing a flip over a mound of snow,There is nobody jumping in the air on a board,1
6777,The snowboarder is doing a flip over a mound of snow,Somebody is jumping in the air on a board,1
6778,There is no snowboarder doing a flip over a mound of snow,Somebody is jumping in the air on a board,1
6779,A snowboarder is doing a flip over a mound of snow,Somebody is jumping in the air on a board,1
6780,A large crowd in warm clothing is posing for a camera,"A crowd, which is large, in warm clothing is posing for a camera",1
6781,A large crowd in warm clothing is walking away from a camera,A large crowd in warm clothing is posing for a camera,1
6782,A large crowd in warm clothing is posing for a camera,A crowd is posing for a large camera man in heavy clothing,1
6783,"Two men, a woman, and two young boys are standing aimlessly in front of a large gathering of people outside a building","Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building",1
6784,"Two men, a woman, and two young boys are sitting in front of a large gathering of people outside a building","Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building",1
6785,"Two men, a woman, and two young boys are standing aimlessly in front of a large gathering of people outside a building",A large crowd in warm clothing is posing for a camera,0
6786,"Two men, a woman, and two young boys are sitting in front of a large gathering of people outside a building",A large crowd in warm clothing is posing for a camera,0
6787,"A crowd, which is large, in warm clothing is posing for a camera","Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building",0
6788,A large crowd in warm clothing is walking away from a camera,"Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building",0
6789,"Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building",A crowd is posing for a large camera man in heavy clothing,0
6790,A large crowd in warm clothing is posing for a camera,"Two men, a woman, and two young boys are standing in front of a large gathering of people outside a building",0
6791,"A girl, who is little, with blond hair is smiling and sitting on a swing",A little girl with blond hair is smiling and sitting on a swing,1
6792,There is no little girl with blond hair smiling and sitting on a swing,A little girl with blond hair is smiling and sitting on a swing,1
6793,A blond kid in green is sitting on a swing,A blonde boy in green is sitting on a swing,1
6794,A blonde boy in green is sitting on a swing,A blonde boy in green is standing on a swing,1
6795,A blonde in green is sitting by a swinging boy,A blonde boy in green is sitting on a swing,1
6796,A little girl with blond hair is smiling and sitting on a swing,A blond kid in green is sitting on a swing,1
6797,A blonde boy in green is standing on a swing,A little girl with blond hair is smiling and sitting on a swing,1
6798,A blonde in green is sitting by a swinging boy,A little girl with blond hair is smiling and sitting on a swing,1
6799,"A girl, who is little, with blond hair is smiling and sitting on a swing",A blonde boy in green is sitting on a swing,1
6800,A blonde boy in green is sitting on a swing,There is no little girl with blond hair smiling and sitting on a swing,1
6801,A blonde boy in green is sitting on a swing,A little girl with blond hair is smiling and sitting on a swing,1
6802,Music is being performed by four people outdoors,Four people are performing music outdoors,1
6803,Four people are performing music outdoors,Four people are silently standing outdoors,1
6804,The man in the white hat is playing guitar on stage,A man in a white hat is playing guitar on stage,1
6805,A man in a white hat is playing guitar on stage,A man in a white hat is getting off stage,1
6806,A white man is staging a hat and a playing guitar,A man in a white hat is playing guitar on stage,1
6807,The man in the white hat is playing guitar on stage,Four people are performing music outdoors,1
6808,A man in a white hat is getting off stage,Four people are performing music outdoors,0
6809,Four people are performing music outdoors,A white man is staging a hat and a playing guitar,1
6810,A man in a white hat is playing guitar on stage,Music is being performed by four people outdoors,1
6811,A man in a white hat is playing guitar on stage,Four people are silently standing outdoors,0
6812,A man in a white hat is playing guitar on stage,Four people are performing music outdoors,0
6813,A man is participating in a bmx race,A man is participating in a race for bmxs,1
6814,A man is participating in a bmx race,A man is not participating in a bmx race,1
6815,A man in a red uniform is swiftly making a jump in a dirt bike race,A man in a red uniform is making a jump in a dirt bike race,1
6816,There is no man in a red uniform making a jump in a dirt bike race,A man in a red uniform is making a jump in a dirt bike race,1
6817,A man in a red uniform is making a jump in a dirt bike race,A man in a red uniform is racing and making a jump over a bike in the dirt,1
6818,A man in a red uniform is swiftly making a jump in a dirt bike race,A man is participating in a bmx race,1
6819,A man is participating in a bmx race,There is no man in a red uniform making a jump in a dirt bike race,1
6820,A man in a red uniform is racing and making a jump over a bike in the dirt,A man is participating in a bmx race,1
6821,A man in a red uniform is making a jump in a dirt bike race,A man is participating in a race for bmxs,1
6822,A man is not participating in a bmx race,A man in a red uniform is making a jump in a dirt bike race,1
6823,A man in a red uniform is making a jump in a dirt bike race,A man is participating in a bmx race,1
6824,A happy family is posing by the fireplace,"A family, which looks happy, is posing by the fireplace",1
6825,A happy family is posing by the fireplace,A sad family is posing by the fireplace,1
6826,The family is posing by a mantel and a Christmas tree,A family is posing by the mantel and the Christmas tree,1
6827,There is no family posing by the mantel and the Christmas tree,A family is posing by the mantel and the Christmas tree,1
6828,The family is posing by a mantel and a Christmas tree,A happy family is posing by the fireplace,1
6829,There is no family posing by the mantel and the Christmas tree,A happy family is posing by the fireplace,1
6830,"A family, which looks happy, is posing by the fireplace",A family is posing by the mantel and the Christmas tree,1
6831,A family is posing by the mantel and the Christmas tree,A sad family is posing by the fireplace,1
6832,A family is posing by the mantel and the Christmas tree,A happy family is posing by the fireplace,1
6833,Two twin preteen boys are dueling with sticks,Two twin preteen kids are dueling with sticks,1
6834,Two twin preteen boys are dueling with sticks,Two twin preteen boys are playing with cards,1
6835,Two boys are wearing brown shirts and are enthusiastically tugging at a rope on a wooden platform,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,1
6836,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,Two girls are wearing brown shirts and are tugging at a rope on a wooden platform,1
6837,Two twin preteen boys are dueling with sticks,Two boys are wearing brown shirts and are enthusiastically tugging at a rope on a wooden platform,0
6838,Two girls are wearing brown shirts and are tugging at a rope on a wooden platform,Two twin preteen boys are dueling with sticks,0
6839,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,Two twin preteen kids are dueling with sticks,0
6840,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,Two twin preteen boys are playing with cards,0
6841,Two boys are wearing brown shirts and are tugging at a rope on a wooden platform,Two twin preteen boys are dueling with sticks,1
6842,An opponent is tackling a soccer player,A soccer player is being tackled by his opponent,1
6843,There is no soccer player who is being tackled by an opponent,A soccer player is being tackled by his opponent,1
6844,Some people playing rugby are tackling each other,Rugby players are tackling each other,1
6845,Rugby players are not tackling each other,Rugby players are tackling each other,1
6846,A soccer player is being tackled by his opponent,Some people playing rugby are tackling each other,1
6847,Rugby players are not tackling each other,A soccer player is being tackled by his opponent,1
6848,Rugby players are tackling each other,An opponent is tackling a soccer player,1
6849,There is no soccer player who is being tackled by an opponent,Rugby players are tackling each other,0
6850,A soccer player is being tackled by his opponent,Rugby players are tackling each other,0
6851,"A dog, which is white, is standing on fallen leaves",A white dog is standing on fallen leaves,1
6852,A white dog is standing on fallen leaves,A white dog is lying on fallen leaves,1
6853,A white dog is standing on the leaves on the ground,One white dog is standing on the leaves on the ground,1
6854,There is no white dog standing on the leaves on the ground,A white dog is standing on the leaves on the ground,1
6855,A white dog is standing on fallen leaves,One white dog is standing on the leaves on the ground,1
6856,A white dog is standing on fallen leaves,There is no white dog standing on the leaves on the ground,1
6857,A white dog is standing on the leaves on the ground,"A dog, which is white, is standing on fallen leaves",1
6858,A white dog is lying on fallen leaves,A white dog is standing on the leaves on the ground,1
6859,A white dog is standing on the leaves on the ground,A white dog is standing on fallen leaves,1
6860,Two girls are happily playing inside a jumper house,Two girls are playing inside a jumper house,1
6861,Two girls are not playing inside the jumper house,Two girls are playing inside a jumper house,1
6862,Two girls are jumping inside a playing house,Two girls are playing inside a jumper house,1
6863,A child in clothing which is light colored is standing with his arms extended outward,A child in light colored clothing is standing with his arms extended outward,1
6864,A child in light colored clothing is standing with his arms extended outward,A child in light colored clothing is lying with his arms crossed,1
6865,Two girls are playing inside a jumper house,A child in clothing which is light colored is standing with his arms extended outward,0
6866,A child in light colored clothing is lying with his arms crossed,Two girls are playing inside a jumper house,0
6867,A child in light colored clothing is standing with his arms extended outward,Two girls are happily playing inside a jumper house,0
6868,A child in light colored clothing is standing with his arms extended outward,Two girls are not playing inside the jumper house,0
6869,Two girls are jumping inside a playing house,A child in light colored clothing is standing with his arms extended outward,0
6870,Two girls are playing inside a jumper house,A child in light colored clothing is standing with his arms extended outward,0
6871,The boy and girl are playing on the outdoor gym,A boy and a girl are playing on the outdoor gym,1
6872,The boy and girl are not playing on a playground,The boy and girl are playing on the outdoor gym,1
6873,Some children are playing on a playground,Some kids are playing on a playground,1
6874,Some children are playing on a playground,Some children are not playing on a playground,1
6875,The boy and girl are playing on the outdoor gym,Some kids are playing on a playground,1
6876,Some children are not playing on a playground,The boy and girl are playing on the outdoor gym,1
6877,A boy and a girl are playing on the outdoor gym,Some children are playing on a playground,1
6878,Some children are playing on a playground,The boy and girl are not playing on a playground,1
6879,The boy and girl are playing on the outdoor gym,Some children are playing on a playground,1
6880,The motocross rider is wearing blue and black pants,Blue and black pants are being worn by the motocross rider,1
6881,The motocross rider is wearing blue and black pants,The motocross rider is standing naked,1
6882,The rider on the blue and black motocross bike is not wearing the pants,The motocross rider is wearing blue and black pants,1
6883,"A biker with a blue jacket, black pants and a white helmet is driving recklessly on dirt and people watch","A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",1
6884,"A biker with a blue jacket, black pants and a white helmet is parking on dirt and people are not watching","A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",1
6885,The motocross rider is wearing blue and black pants,"A biker with a blue jacket, black pants and a white helmet is driving recklessly on dirt and people watch",1
6886,The motocross rider is wearing blue and black pants,"A biker with a blue jacket, black pants and a white helmet is parking on dirt and people are not watching",1
6887,"A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",Blue and black pants are being worn by the motocross rider,1
6888,The motocross rider is standing naked,"A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",1
6889,The rider on the blue and black motocross bike is not wearing the pants,"A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",1
6890,"A biker with a blue jacket, black pants and a white helmet is driving on dirt and people are watching",The motocross rider is wearing blue and black pants,1
6891,A young Asian woman with pink gloves is standing in the snow,"A woman, who is young and Asian, with gloves colored in pink, is standing in the snow",1
6892,There is no young Asian woman with pink gloves standing in the snow,A young Asian woman with pink gloves is standing in the snow,1
6893,A female wearing pink gloves and a brown jacket is smiling in the snow,The female wearing pink gloves and a brown jacket is smiling in the snow,1
6894,A female wearing pink gloves and a brown jacket is not smiling in the snow,A female wearing pink gloves and a brown jacket is smiling in the snow,1
6895,The female wearing pink gloves and a brown jacket is smiling in the snow,A young Asian woman with pink gloves is standing in the snow,1
6896,A young Asian woman with pink gloves is standing in the snow,A female wearing pink gloves and a brown jacket is not smiling in the snow,1
6897,"A woman, who is young and Asian, with gloves colored in pink, is standing in the snow",A female wearing pink gloves and a brown jacket is smiling in the snow,1
6898,A female wearing pink gloves and a brown jacket is smiling in the snow,There is no young Asian woman with pink gloves standing in the snow,1
6899,A female wearing pink gloves and a brown jacket is smiling in the snow,A young Asian woman with pink gloves is standing in the snow,1
6900,A man is drinking orange juice and walking,A person is drinking orange juice and walking,1
6901,A man is drinking orange juice and walking,A man is spilling orange juice and standing still,1
6902,Orange juice is being drunk by a man who is walking on a sunny day,A man is drinking orange juice and walking on a sunny day,1
6903,A man is drinking orange juice and walking on a sunny day,There is no man drinking orange juice and walking on a sunny day,1
6904,Orange juice is being drunk by a man who is walking on a sunny day,A man is drinking orange juice and walking,1
6905,There is no man drinking orange juice and walking on a sunny day,A man is drinking orange juice and walking,1
6906,A man is drinking orange juice and walking on a sunny day,A person is drinking orange juice and walking,1
6907,A man is spilling orange juice and standing still,A man is drinking orange juice and walking on a sunny day,1
6908,A man is drinking orange juice and walking on a sunny day,A man is drinking orange juice and walking,1
6909,A trick is being performed by a rollerblader on a ramp,A rollerblader is performing a trick on a ramp,1
6910,The rollerblader is not performing a trick on a ramp,A rollerblader is performing a trick on a ramp,1
6911,A man on inline skates is skating at a skate park,A man on inline skates is skating at a park built for skating,1
6912,A man on inline skates is skating at a skate park,A man on inline skates is resting at a skate park,1
6913,A rollerblader is performing a trick on a ramp,A man on inline skates is skating at a park built for skating,1
6914,A rollerblader is performing a trick on a ramp,A man on inline skates is resting at a skate park,1
6915,A man on inline skates is skating at a skate park,A trick is being performed by a rollerblader on a ramp,1
6916,The rollerblader is not performing a trick on a ramp,A man on inline skates is skating at a skate park,1
6917,A rollerblader is performing a trick on a ramp,A man on inline skates is skating at a skate park,1
6918,A dog with a black coat is standing in shallow water,A black dog is standing in shallow water,1
6919,A black dog is standing in shallow water,A black dog is standing in deep water,1
6920,A black dog with a red collar is amusedly putting its face in the water,A black dog with a red collar is putting its face in the water,1
6921,A black dog with a red collar is putting its face in the water,There is no black dog with a red collar putting its face in the water,1
6922,A black dog with a red collar is amusedly putting its face in the water,A black dog is standing in shallow water,1
6923,A black dog is standing in shallow water,There is no black dog with a red collar putting its face in the water,1
6924,A black dog with a red collar is putting its face in the water,A dog with a black coat is standing in shallow water,1
6925,A black dog with a red collar is putting its face in the water,A black dog is standing in deep water,1
6926,A black dog with a red collar is putting its face in the water,A black dog is standing in shallow water,1
6927,The crowd is watching a football game,A football game is being watched by the crowd,1
6928,The crowd is watching a football game,The crowd is not watching a football game,1
6929,The crowd is watching the football at the game,The crowd is watching a football game,1
6930,A group of people playing football is running in the field,A group of football players is running in the field,1
6931,A group of football players is running in the field,A group of football players is standing still in the field,1
6932,The crowd is watching a football game,A group of people playing football is running in the field,1
6933,A group of football players is standing still in the field,The crowd is watching a football game,1
6934,A group of football players is running in the field,A football game is being watched by the crowd,1
6935,The crowd is not watching a football game,A group of football players is running in the field,1
6936,A group of football players is running in the field,The crowd is watching the football at the game,1
6937,The crowd is watching a football game,A group of football players is running in the field,1
6938,The group of people is standing together and looking at the camera,A group of people is standing together and looking at the camera,1
6939,A group of people is standing together and looking at the camera,There is no group of people standing together and looking at the camera,1
6940,An oriental man and two women are in front of a camera,An oriental man and two women are facing a camera,1
6941,An oriental man and two women are turning their backs to the camera,An oriental man and two women are facing a camera,1
6942,An oriental man and two women are in front of a camera,A group of people is standing together and looking at the camera,1
6943,An oriental man and two women are turning their backs to the camera,A group of people is standing together and looking at the camera,1
6944,An oriental man and two women are facing a camera,The group of people is standing together and looking at the camera,1
6945,An oriental man and two women are facing a camera,There is no group of people standing together and looking at the camera,1
6946,An oriental man and two women are facing a camera,A group of people is standing together and looking at the camera,1
6947,A child is sitting in a red and yellow toy car,A child is sitting in a toy car colored in red and yellow,1
6948,A child is sitting in a red and yellow toy car,There is no child sitting in a red and yellow toy car,1
6949,A small girl is riding in a toy car,The small girl is riding in the toy car,1
6950,A small girl is riding in a toy car,A small girl is getting out of a toy car,1
6951,A small girl is riding in a toy car,A small toy girl is in a riding car,1
6952,A child is sitting in a red and yellow toy car,The small girl is riding in the toy car,1
6953,A small girl is getting out of a toy car,A child is sitting in a red and yellow toy car,1
6954,A small toy girl is in a riding car,A child is sitting in a red and yellow toy car,1
6955,A child is sitting in a toy car colored in red and yellow,A small girl is riding in a toy car,1
6956,A small girl is riding in a toy car,There is no child sitting in a red and yellow toy car,1
6957,A child is sitting in a red and yellow toy car,A small girl is riding in a toy car,1
6958,A child in a red outfit is dangerously jumping on a trampoline,A child in a red outfit is jumping on a trampoline,1
6959,A child in a red outfit is jumping on a trampoline,There is no child in a red outfit jumping on a trampoline,1
6960,A little boy in clothes dyed in red is jumping into the air,A little boy in red clothes is jumping into the air,1
6961,A little boy in red clothes is jumping onto the ground,A little boy in red clothes is jumping into the air,1
6962,A child in a red outfit is jumping on a trampoline,A little boy in clothes dyed in red is jumping into the air,1
6963,A little boy in red clothes is jumping onto the ground,A child in a red outfit is jumping on a trampoline,1
6964,A little boy in red clothes is jumping into the air,A child in a red outfit is dangerously jumping on a trampoline,1
6965,A little boy in red clothes is jumping into the air,There is no child in a red outfit jumping on a trampoline,1
6966,A child in a red outfit is jumping on a trampoline,A little boy in red clothes is jumping into the air,1
6967,The black dog is playing with the brown dog on the sand,A black dog is playing with a brown dog on the sand,1
6968,A black dog is playing with a brown dog on the sand,A black dog is attacking a brown dog on the sand,1
6969,A brown dog and a black dog are frolicking in the sand,A brown dog and a black dog are playing in the sand,1
6970,A brown dog and a black dog are playing in the sand,There is no brown dog and black dog playing in the sand,1
6971,A brown dog and a black dog are frolicking in the sand,A black dog is playing with a brown dog on the sand,1
6972,A black dog is playing with a brown dog on the sand,There is no brown dog and black dog playing in the sand,1
6973,A brown dog and a black dog are playing in the sand,The black dog is playing with the brown dog on the sand,1
6974,A brown dog and a black dog are playing in the sand,A black dog is attacking a brown dog on the sand,1
6975,A brown dog and a black dog are playing in the sand,A black dog is playing with a brown dog on the sand,1
6976,A woman and three men are posing motionlessly for a photo,A woman and three men are posing for a photo,1
6977,A woman and three men are posing for a photo,A woman and three men are denying a photo,1
6978,A woman and three men are posing for a photo,A woman is posing for three men for a photo,1
6979,Three men and a woman are standing still for a picture,Three men and a woman are posing for a picture,1
6980,Three men and a woman are running away from a picture,Three men and a woman are posing for a picture,1
6981,Three men and a woman are standing still for a picture,A woman and three men are posing for a photo,1
6982,A woman and three men are posing for a photo,Three men and a woman are running away from a picture,1
6983,A woman and three men are posing motionlessly for a photo,Three men and a woman are posing for a picture,1
6984,A woman and three men are denying a photo,Three men and a woman are posing for a picture,1
6985,Three men and a woman are posing for a picture,A woman is posing for three men for a photo,1
6986,Three men and a woman are posing for a picture,A woman and three men are posing for a photo,1
6987,A young boy covered in grass is jumping near a wooden fence,A young boy covered in grass is jumping near a fence made of wood,1
6988,There is no young boy covered in grass jumping near a wooden fence,A young boy covered in grass is jumping near a wooden fence,1
6989,A young boy is jumping and covering nearby wooden fence with grass,A young boy covered in grass is jumping near a wooden fence,1
6990,A wet boy is cheerfully jumping around on dirty and wet grass,A wet boy is jumping around on dirty and wet grass,1
6991,A wet boy is standing still on dirty and wet grass,A wet boy is jumping around on dirty and wet grass,1
6992,A wet boy is cheerfully jumping around on dirty and wet grass,A young boy covered in grass is jumping near a wooden fence,1
6993,A wet boy is standing still on dirty and wet grass,A young boy covered in grass is jumping near a wooden fence,1
6994,A wet boy is jumping around on dirty and wet grass,A young boy covered in grass is jumping near a fence made of wood,1
6995,A wet boy is jumping around on dirty and wet grass,There is no young boy covered in grass jumping near a wooden fence,1
6996,A wet boy is jumping around on dirty and wet grass,A young boy is jumping and covering nearby wooden fence with grass,1
6997,A young boy covered in grass is jumping near a wooden fence,A wet boy is jumping around on dirty and wet grass,1
6998,A black dog is walking through some tall grass,The black dog is walking through the tall grass,1
6999,The black dog is walking through the tall grass,The black dog is not walking through the tall grass,1
7000,The black dog is sprinting through the grass,The black dog is running through the grass,1
7001,The black dog is running through the grass,The black dog is not running through the grass,1
7002,The black dog is sprinting through the grass,The black dog is walking through the tall grass,1
7003,The black dog is walking through the tall grass,The black dog is not running through the grass,1
7004,A black dog is walking through some tall grass,The black dog is running through the grass,1
7005,The black dog is not walking through the tall grass,The black dog is running through the grass,1
7006,The black dog is running through the grass,The black dog is walking through the tall grass,1
7007,The black dog is climbing on a rock,A rock is being climbed by the black dog,1
7008,The black dog is climbing on a rock,The black dog is not climbing on a rock,1
7009,A black climber is rocking a dog,The black dog is climbing on a rock,0
7010,A dog is standing with its two front paws on a rock in a field,The dog is standing with its two front paws on a rock in the field,1
7011,A dog is standing with its two front paws on a rock in a field,There is no dog standing with its two front paws on a rock in the field,1
7012,The black dog is climbing on a rock,The dog is standing with its two front paws on a rock in the field,1
7013,The black dog is climbing on a rock,There is no dog standing with its two front paws on a rock in the field,1
7014,A dog is standing with its two front paws on a rock in a field,A rock is being climbed by the black dog,1
7015,A dog is standing with its two front paws on a rock in a field,The black dog is not climbing on a rock,1
7016,A dog is standing with its two front paws on a rock in a field,A black climber is rocking a dog,0
7017,A dog is standing with its two front paws on a rock in a field,The black dog is climbing on a rock,1
7018,A young child with hair of black color is taking a picture with a camera,A young child with black hair is taking a picture with a camera,1
7019,A young child with black hair is deleting a picture from the camera,A young child with black hair is taking a picture with a camera,1
7020,A child is holding a camera in front of his face,A camera is being held in front of the face of a child,1
7021,A child is holding a camera in front of his face,There is no child holding a camera in front of his face,1
7022,A young child with black hair is taking a picture with a camera,A camera is being held in front of the face of a child,1
7023,A young child with black hair is taking a picture with a camera,There is no child holding a camera in front of his face,1
7024,A child is holding a camera in front of his face,A young child with hair of black color is taking a picture with a camera,1
7025,A child is holding a camera in front of his face,A young child with black hair is deleting a picture from the camera,1
7026,A child is holding a camera in front of his face,A young child with black hair is taking a picture with a camera,1
7027,Two little boys are wearing tuxedos,Two little kids are wearing tuxedos,1
7028,Two little boys are not wearing tuxedos,Two little boys are wearing tuxedos,1
7029,"Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor",Two small boys dressed in tuxedos are sitting on a red carpeted floor,1
7030,Two small boys dressed in tuxedos are sitting on a red carpeted floor,Two small boys dressed in tuxedos are standing on a red carpeted floor,1
7031,Two small boys dressed in tuxedos are sitting on a red carpeted floor,Some boys being dressed with a carpet are sitting on two red tuxedos ,1
7032,"Two boys, who look small, dressed in tuxedos are sitting on a red carpeted floor",Two little boys are wearing tuxedos,1
7033,Two small boys dressed in tuxedos are standing on a red carpeted floor,Two little boys are wearing tuxedos,1
7034,Some boys being dressed with a carpet are sitting on two red tuxedos ,Two little boys are wearing tuxedos,1
7035,Two small boys dressed in tuxedos are sitting on a red carpeted floor,Two little kids are wearing tuxedos,1
7036,Two small boys dressed in tuxedos are sitting on a red carpeted floor,Two little boys are not wearing tuxedos,1
7037,Two small boys dressed in tuxedos are sitting on a red carpeted floor,Two little boys are wearing tuxedos,1
7038,A man is standing tiredly next to a bus,A man is standing next to a bus,1
7039,There is no man standing next to a bus,A man is standing next to a bus,1
7040,The man is standing on the sidewalk,A man is standing on a sidewalk,1
7041,A man is standing on a sidewalk,A man is sitting on a sidewalk,1
7042,A man is standing next to a bus,The man is standing on the sidewalk,1
7043,A man is sitting on a sidewalk,A man is standing next to a bus,1
7044,A man is standing on a sidewalk,A man is standing tiredly next to a bus,1
7045,A man is standing on a sidewalk,There is no man standing next to a bus,0
7046,A man is standing next to a bus,A man is standing on a sidewalk,1
7047,A dog with a blanket dyed in blue is running through the grass,A dog with a blue blanket is running through the grass,1
7048,A dog with a blue blanket is running through the grass,There is no dog with a blue blanket running through the grass,1
7049,A dog with a muzzle and a blue jacket is running around the court,A dog with a muzzle and a blue jacket is running around the yard,1
7050,A dog with a muzzle and a blue jacket is resting in the yard,A dog with a muzzle and a blue jacket is running around the yard,1
7051,A dog with a muzzle and a blue jacket is running around the yard,A dog with a blue muzzle is running around the yard with a jacket,1
7052,A dog with a blue blanket is running through the grass,A dog with a muzzle and a blue jacket is running around the court,1
7053,A dog with a blue blanket is running through the grass,A dog with a muzzle and a blue jacket is resting in the yard,1
7054,A dog with a blue blanket is running through the grass,A dog with a blue muzzle is running around the yard with a jacket,1
7055,A dog with a blanket dyed in blue is running through the grass,A dog with a muzzle and a blue jacket is running around the yard,1
7056,A dog with a muzzle and a blue jacket is running around the yard,There is no dog with a blue blanket running through the grass,1
7057,A dog with a muzzle and a blue jacket is running around the yard,A dog with a blue blanket is running through the grass,1
7058,A brown dog is running breathlessly across the yard with a toy in its mouth,A brown dog is running across the yard with a toy in its mouth,1
7059,A brown dog is running across the yard with a toy in its mouth,There is no brown dog running across the yard with a toy in its mouth,1
7060,A colored toy is being carried by a brown dog in the grass,A brown dog is carrying a colored toy in the grass,1
7061,A brown dog is carrying a colored toy in the grass,A brown dog is dropping a colored toy from its mouth,1
7062,A colored toy is being carried by a brown dog in the grass,A brown dog is running across the yard with a toy in its mouth,1
7063,A brown dog is running across the yard with a toy in its mouth,A brown dog is dropping a colored toy from its mouth,1
7064,A brown dog is running breathlessly across the yard with a toy in its mouth,A brown dog is carrying a colored toy in the grass,1
7065,There is no brown dog running across the yard with a toy in its mouth,A brown dog is carrying a colored toy in the grass,1
7066,A brown dog is running across the yard with a toy in its mouth,A brown dog is carrying a colored toy in the grass,1
7067,The person with the green shirt is jumping high over the grass,A person with a green shirt is jumping high over the grass,1
7068,A person with a green shirt is jumping onto the grass,A person with a green shirt is jumping high over the grass,1
7069,A person with a green shirt is jumping high over the grass,A person without shirt is jumping high over the green grass,1
7070,A young boy is jumping in the air with his knees bent and arms spread,"A boy, who is young, is jumping in the air with his knees bent and arms spread",1
7071,A young boy is jumping in the air with his knees bent and arms spread,There is no young boy jumping in the air with his knees bent and arms spread,1
7072,"A boy, who is young, is jumping in the air with his knees bent and arms spread",A person with a green shirt is jumping high over the grass,1
7073,There is no young boy jumping in the air with his knees bent and arms spread,A person with a green shirt is jumping high over the grass,1
